pH,turbidity_NTU,temperature_C,DO_mg_L,conductivity_uS_cm,TDS_mg_L
8.329,11.629,22.7,3.323,1206.04,844.228
12.057,49.3,23.44,1.2,3770.43,2639.301
7.458,0.5,20.26,6.326,539.36,377.55199999999996
6.808,5.299,22.74,7.329,1019.38,713.5659999999999
7.324,4.965,25.36,7.016,839.55,587.685
6.635,1.624,24.75,5.2,702.52,491.76399999999995
7.111,1.938,22.64,7.318,1488.78,1042.146
7.885,12.797,32.09,4.583,1618.52,1132.964
8.552,18.369,25.28,2.732,887.72,621.404
7.722,19.825,18.29,5.479,1969.28,1378.4959999999999
3.311,80.745,26.7,0.252,7019.16,4913.411999999999
6.814,2.518,24.89,8.304,1411.23,987.861
4.03,72.957,29.94,2.424,6485.85,4540.095
7.626,11.057,29.73,4.053,2559.23,1791.461
3.431,53.142,26.88,0.0,4838.02,3386.614
7.414,24.565,25.62,3.614,1818.28,1272.7959999999998
8.552,18.223,27.5,3.404,811.8,568.2599999999999
8.348,7.265,32.99,3.49,1609.2,1126.44
8.115,3.0,42.01,4.139,1911.75,1338.225
6.802,3.165,21.11,7.923,859.65,601.755
7.625,26.631,26.33,2.118,1286.39,900.473
7.212,3.448,23.05,5.716,1389.56,972.6919999999999
7.192,18.205,35.77,3.509,1641.51,1149.057
7.525,2.872,19.51,6.087,1466.31,1026.417
11.118,50.29,27.25,1.476,6177.69,4324.383
6.701,20.128,33.47,3.236,1650.36,1155.252
7.0,10.455,40.33,2.767,1828.46,1279.922
7.909,3.111,26.12,5.0,716.33,501.431
11.263,35.015,26.89,1.49,3348.01,2343.607
7.603,4.455,25.57,6.992,728.9,510.22999999999996
3.309,43.097,20.13,1.162,3882.53,2717.771
7.206,0.5,21.37,7.465,652.38,456.66599999999994
6.771,26.34,27.66,3.524,1532.47,1072.729
7.255,9.704,31.08,3.294,1729.85,1210.8949999999998
7.219,3.208,22.61,6.271,799.12,559.384
7.014,5.378,22.34,7.625,677.26,474.08199999999994
7.338,13.429,32.41,3.985,1599.12,1119.3839999999998
7.512,4.128,24.52,6.841,724.04,506.8279999999999
7.502,3.669,23.31,5.506,913.05,639.1349999999999
7.99,17.357,36.09,5.257,2057.95,1440.5649999999998
12.8,60.97,16.52,1.024,9931.64,6952.147999999999
7.813,5.903,41.83,4.034,1766.16,1236.312
12.484,37.348,22.72,1.078,5413.09,3789.163
10.731,88.436,17.6,2.579,4942.8,3459.96
12.799,40.663,31.03,1.231,4574.47,3202.129
8.499,11.76,30.97,2.574,2928.5,2049.95
3.578,49.945,25.88,1.156,4355.01,3048.507
7.839,16.11,22.48,3.013,1609.6,1126.7199999999998
6.55,12.703,34.82,3.091,1302.16,911.512
3.324,73.275,25.77,2.398,3029.71,2120.797
7.38,2.213,30.65,8.161,823.15,576.2049999999999
7.297,7.304,32.99,4.022,1781.71,1247.197
12.04,50.627,27.44,1.775,7335.74,5135.017999999999
8.959,33.883,22.8,4.047,1496.06,1047.242
8.534,36.096,30.75,2.069,1996.56,1397.5919999999999
13.79,40.442,34.8,1.222,5854.82,4098.374
7.822,1.872,27.21,7.089,1449.77,1014.8389999999999
3.324,61.937,22.99,0.372,5393.02,3775.114
3.205,24.467,21.91,2.385,5000.84,3500.5879999999997
11.172,37.049,20.36,1.174,5762.8,4033.96
7.507,12.007,36.59,2.078,1906.38,1334.466
3.524,20.0,26.17,2.54,4844.62,3391.234
7.412,1.893,27.38,6.455,809.74,566.818
7.558,5.76,29.85,5.0,927.53,649.271
11.641,56.174,26.12,2.26,3000.0,2100.0
7.715,7.29,25.48,6.291,640.84,448.58799999999997
7.974,6.0,31.23,2.631,1201.03,840.7209999999999
6.738,16.367,31.3,5.201,1668.98,1168.2859999999998
8.053,1.46,24.08,6.22,1047.36,733.1519999999999
10.828,20.0,30.4,1.566,7299.52,5109.664
3.583,49.505,22.24,1.811,4818.39,3372.873
8.418,26.147,28.32,3.499,1712.41,1198.687
6.869,1.725,26.26,5.63,1302.44,911.708
7.442,8.644,32.27,2.496,1661.75,1163.225
8.404,3.879,33.56,5.81,1950.22,1365.154
6.94,35.255,34.03,3.891,1389.59,972.7129999999999
11.732,65.371,29.7,1.435,5603.3,3922.31
7.271,5.319,21.8,6.108,601.26,420.88199999999995
3.777,36.297,19.84,2.122,3371.06,2359.7419999999997
8.381,7.69,31.41,2.408,1250.93,875.651
7.082,4.392,28.64,6.205,1176.54,823.578
7.394,4.556,30.94,4.241,3151.82,2206.274
6.723,37.012,23.81,2.472,1733.06,1213.1419999999998
7.404,6.625,23.9,5.261,573.11,401.17699999999996
6.956,7.582,24.07,8.038,797.24,558.068
8.301,3.0,31.18,4.988,1253.26,877.2819999999999
11.823,37.48,31.39,0.707,5889.58,4122.706
3.445,33.51,21.79,1.11,4115.63,2880.941
7.099,3.422,23.99,6.445,712.3,498.60999999999996
3.793,33.449,30.73,0.598,5434.01,3803.807
8.676,22.283,25.87,4.864,938.77,657.1389999999999
7.426,16.487,26.56,3.742,1713.17,1199.219
6.588,26.997,31.27,4.525,2881.19,2016.8329999999999
11.222,81.961,21.1,1.035,5085.06,3559.542
6.997,6.828,27.4,6.909,403.53,282.47099999999995
7.518,10.669,28.81,3.478,662.71,463.897
7.662,28.444,22.44,2.486,2283.91,1598.7369999999999
8.091,3.463,33.06,4.467,1646.16,1152.312
11.631,75.493,33.73,0.884,5022.69,3515.8829999999994
7.478,24.914,30.58,3.11,1650.84,1155.588
8.413,15.645,28.73,4.846,1642.02,1149.414
10.874,60.064,30.94,1.725,3000.0,2100.0
7.256,4.755,27.65,5.546,569.31,398.51699999999994
7.738,5.245,35.94,3.979,1719.84,1203.888
7.767,16.723,29.9,3.968,2015.74,1411.018
12.249,36.295,31.38,1.769,5080.08,3556.0559999999996
8.774,6.396,32.21,4.59,2552.47,1786.7289999999998
8.457,3.0,32.07,2.143,1000.0,700.0
10.721,45.131,31.1,1.753,6824.01,4776.807
4.356,23.026,35.47,2.345,6289.12,4402.384
7.172,23.376,22.94,4.965,1793.08,1255.156
7.93,6.0,24.5,3.528,500.0,350.0
7.945,3.0,35.77,3.854,1947.79,1363.453
7.576,3.054,24.46,7.186,1022.58,715.806
7.202,24.105,32.62,3.037,500.0,350.0
7.824,14.349,34.14,5.46,1149.04,804.328
7.18,1.591,24.57,5.594,1199.06,839.3419999999999
7.45,2.462,26.18,7.673,1082.06,757.4419999999999
7.847,4.833,26.85,7.193,1496.18,1047.326
6.578,1.017,21.04,5.778,783.44,548.408
7.962,11.148,41.9,2.788,1795.31,1256.7169999999999
7.673,4.443,22.3,5.27,1060.39,742.273
8.036,6.188,29.17,3.238,2127.97,1489.5789999999997
7.599,3.754,22.37,6.685,1004.94,703.458
8.578,6.838,35.35,2.736,1626.16,1138.312
13.927,76.158,24.8,0.0,5692.0,3984.3999999999996
7.937,0.5,28.93,6.84,858.18,600.7259999999999
7.607,2.684,26.26,5.266,1273.4,891.38
3.96,63.219,23.12,2.017,4853.98,3397.7859999999996
8.362,8.757,33.57,2.979,1184.78,829.3459999999999
7.4,11.872,33.26,2.986,2701.83,1891.2809999999997
6.97,5.658,25.53,7.105,1471.24,1029.868
10.96,28.399,26.66,1.576,4629.38,3240.566
7.723,2.315,24.13,5.427,730.57,511.399
6.539,18.295,25.11,3.289,787.65,551.3549999999999
8.054,1.043,23.36,5.12,718.58,503.006
7.215,2.108,22.82,5.851,738.26,516.7819999999999
7.164,9.03,33.37,2.91,1727.46,1209.222
7.035,6.592,20.42,5.498,1366.25,956.3749999999999
7.561,4.969,22.45,6.047,480.21,336.147
7.394,3.0,36.56,2.91,1830.75,1281.5249999999999
8.62,6.0,27.11,2.207,935.9,655.13
13.775,25.543,26.81,2.516,4813.18,3369.226
8.188,9.139,26.28,3.544,1000.0,700.0
8.578,8.701,36.71,3.348,1632.67,1142.869
8.649,30.437,19.74,4.683,591.96,414.372
12.672,53.101,29.84,0.608,3000.0,2100.0
7.615,26.325,24.54,4.868,2970.28,2079.196
7.393,3.256,21.97,6.142,570.81,399.56699999999995
7.528,6.189,25.58,6.707,1246.17,872.319
7.318,3.943,30.18,7.138,1068.86,748.2019999999999
7.681,10.337,25.02,4.462,1949.62,1364.734
7.148,22.474,36.48,3.294,709.91,496.93699999999995
7.269,15.543,31.57,5.458,1479.92,1035.944
3.506,29.671,29.54,0.37,4193.08,2935.156
6.816,4.964,27.28,7.311,605.31,423.7169999999999
6.0,6.0,30.32,4.348,2475.6,1732.9199999999998
7.842,4.928,27.76,5.161,1221.18,854.826
2.492,20.0,35.8,0.61,4936.5,3455.5499999999997
12.688,95.607,17.99,2.05,4628.13,3239.691
3.965,74.874,27.16,1.5,3560.97,2492.6789999999996
8.365,16.055,30.41,5.418,1239.11,867.3769999999998
7.189,14.291,29.93,2.167,998.68,699.0759999999999
7.108,4.426,24.92,5.0,595.83,417.081
7.074,21.458,23.86,1.94,1632.84,1142.9879999999998
7.019,3.301,26.31,6.349,887.15,621.005
7.823,7.98,32.33,5.328,2860.3,2002.21
11.56,85.169,19.48,0.971,4596.98,3217.8859999999995
6.853,26.386,24.28,3.313,1719.88,1203.916
7.345,3.093,25.42,5.884,1162.36,813.6519999999999
12.152,36.391,34.71,2.244,5845.51,4091.857
11.941,38.658,40.0,0.929,3187.54,2231.278
6.969,2.993,24.24,5.289,958.23,670.761
13.144,50.386,28.06,1.299,3887.24,2721.0679999999998
2.975,37.005,28.66,2.245,6019.06,4213.342
4.251,46.378,25.69,0.43,4185.2,2929.64
12.179,32.778,27.06,2.553,3000.0,2100.0
7.365,3.0,35.14,2.453,2853.4,1997.3799999999999
8.007,3.0,45.0,3.905,2543.51,1780.457
7.076,10.976,32.44,3.886,1662.76,1163.932
7.76,16.172,34.6,4.371,1976.24,1383.368
6.532,3.945,24.95,7.013,1095.46,766.822
7.254,6.008,24.98,5.879,834.9,584.43
8.176,1.154,24.37,5.825,641.67,449.1689999999999
6.749,2.436,26.7,6.05,974.79,682.353
3.699,49.404,23.67,1.418,4414.41,3090.0869999999995
7.029,6.505,24.48,6.214,1461.29,1022.9029999999999
6.981,4.518,22.74,7.547,285.02,199.51399999999998
7.445,4.232,23.17,6.157,1157.54,810.2779999999999
8.125,9.774,28.92,4.516,1314.39,920.073
6.039,27.7,31.19,4.345,2161.96,1513.3719999999998
6.755,20.5,35.86,4.817,726.01,508.20699999999994
6.386,6.797,25.68,4.657,1841.33,1288.9309999999998
2.533,39.969,31.27,0.595,5270.51,3689.357
7.493,5.512,23.25,6.763,1119.56,783.6919999999999
7.171,8.12,29.68,5.731,1182.39,827.673
7.336,6.664,45.0,4.337,1469.26,1028.482
8.32,11.149,36.25,4.036,2026.15,1418.305
6.875,3.37,31.47,5.683,959.19,671.433
7.212,4.212,29.59,7.874,1011.63,708.141
11.383,50.605,30.7,1.452,3794.42,2656.094
6.861,35.004,27.52,1.784,2871.17,2009.819
8.327,5.957,32.34,4.659,3376.6,2363.62
6.848,5.769,25.34,7.051,947.09,662.963
8.12,13.825,35.95,4.209,1000.0,700.0
12.368,70.374,24.02,2.054,6756.68,4729.6759999999995
7.702,12.919,36.69,4.993,2490.43,1743.3009999999997
7.128,6.0,27.95,3.034,613.16,429.21199999999993
7.465,3.859,27.78,5.805,489.86,342.902
8.006,1.538,28.07,6.237,1015.9,711.13
2.383,20.0,30.01,2.518,3300.44,2310.308
7.447,3.954,22.0,7.279,925.56,647.8919999999999
11.186,57.715,34.97,0.43,3000.0,2100.0
8.025,14.353,36.2,3.568,1129.22,790.454
3.468,51.931,21.46,1.034,7211.72,5048.204
11.375,47.478,31.6,0.984,4620.37,3234.2589999999996
7.404,0.5,27.8,7.156,963.38,674.366
9.01,20.793,31.84,4.395,2167.3,1517.1100000000001
7.304,7.159,32.9,2.544,2038.42,1426.894
8.125,7.721,42.75,2.0,1381.68,967.1759999999999
6.359,13.162,32.54,4.694,848.78,594.146
6.0,11.439,25.77,4.883,2115.82,1481.074
8.228,37.031,29.71,3.371,980.4,686.28
7.163,3.695,26.62,7.448,709.39,496.573
7.901,2.259,21.46,7.388,1162.81,813.9669999999999
6.5,2.63,25.19,6.449,1500.0,1050.0
7.608,3.245,29.23,6.433,1065.91,746.1370000000001
11.78,20.0,28.09,2.981,5633.94,3943.7579999999994
7.368,20.703,27.59,2.545,630.02,441.01399999999995
7.359,13.352,32.09,3.954,1843.8,1290.6599999999999
8.4,10.082,33.26,4.738,2573.7,1801.5899999999997
3.583,42.96,29.16,1.642,4829.26,3380.482
7.23,7.142,25.34,3.599,2524.39,1767.0729999999999
8.35,8.968,30.79,3.276,2407.65,1685.355
9.057,12.634,32.43,2.942,3018.84,2113.188
7.981,4.294,29.81,4.393,2471.66,1730.1619999999998
7.645,15.858,27.0,3.164,1573.97,1101.779
8.487,6.423,28.17,4.385,1820.8,1274.56
7.68,1.622,31.19,5.429,784.49,549.1429999999999
7.554,3.406,27.8,5.956,740.71,518.497
8.07,34.363,24.15,3.593,661.61,463.12699999999995
6.728,5.133,26.89,6.673,1036.42,725.494
3.588,63.779,24.4,1.503,3886.01,2720.207
8.32,36.497,32.1,4.947,674.31,472.01699999999994
6.833,1.75,22.2,7.689,924.6,647.22
6.748,5.298,25.6,6.73,831.14,581.798
7.873,9.512,31.52,3.384,2926.84,2048.788
7.462,2.934,26.78,6.522,838.66,587.0619999999999
8.339,20.838,29.36,4.143,1589.36,1112.552
10.555,72.116,16.14,0.557,4032.66,2822.8619999999996
6.542,19.985,33.26,4.894,1940.65,1358.455
7.143,2.886,27.85,7.634,1154.53,808.1709999999999
6.698,14.722,30.54,5.693,1430.96,1001.6719999999999
6.877,3.396,27.87,5.306,624.39,437.073
7.116,21.434,32.3,2.566,1043.72,730.6039999999999
7.012,6.0,30.86,3.287,1894.27,1325.9889999999998
7.094,0.5,26.54,8.174,843.93,590.751
2.237,64.903,31.29,2.308,5268.0,3687.6
10.613,85.088,19.89,0.819,5187.0,3630.8999999999996
8.602,9.557,34.92,2.525,1548.63,1084.041
8.095,6.0,25.91,4.594,500.0,350.0
7.226,11.587,31.57,3.517,1465.02,1025.514
7.499,1.978,25.99,7.896,1071.18,749.826
7.257,2.301,27.02,6.428,1179.66,825.7620000000001
7.568,5.211,34.54,3.497,3404.5,2383.1499999999996
7.663,6.812,30.1,2.0,1644.2,1150.94
7.32,22.605,31.74,4.164,2089.68,1462.7759999999998
7.891,6.51,24.36,9.0,884.06,618.8419999999999
3.321,39.304,38.81,2.531,4579.83,3205.881
6.6,20.622,26.57,4.092,1082.27,757.5889999999999
8.142,9.524,28.44,4.316,1000.0,700.0
7.98,21.393,28.61,2.447,812.52,568.7639999999999
6.655,9.284,31.09,2.707,834.9,584.43
8.078,5.58,33.86,4.484,1669.79,1168.8529999999998
3.873,25.103,21.82,1.859,6341.69,4439.182999999999
7.985,20.0,34.7,2.197,2272.75,1590.925
12.68,24.505,29.0,0.6,5877.43,4114.201
6.694,11.587,24.31,3.445,1359.6,951.7199999999999
8.28,26.942,18.66,3.101,2163.9,1514.73
6.909,2.7,24.47,5.003,200.0,140.0
7.011,11.666,25.0,3.384,1473.8,1031.6599999999999
7.12,0.954,26.02,6.963,444.85,311.395
6.996,1.93,24.0,6.699,200.0,140.0
7.72,10.331,26.11,4.628,500.0,350.0
6.92,12.257,25.23,3.581,610.47,427.329
7.235,1.443,23.27,6.907,712.7,498.89
11.655,31.304,22.12,2.695,5045.21,3531.647
6.871,26.241,35.05,3.83,819.79,573.853
7.46,6.314,34.48,3.636,2495.77,1747.039
7.26,17.902,28.94,1.5,1920.16,1344.112
7.0,4.632,25.0,5.302,1829.66,1280.762
7.161,11.829,35.21,3.169,1313.33,919.3309999999999
6.857,2.25,29.17,6.968,622.37,435.659
3.339,44.968,26.19,0.0,5114.78,3580.3459999999995
8.033,5.229,32.74,4.178,2590.29,1813.2029999999997
9.318,12.242,26.76,4.265,500.0,350.0
7.305,1.968,31.17,5.633,1004.9,703.43
2.805,20.409,28.62,2.619,7746.12,5422.284
6.655,1.725,25.04,5.0,1344.5,941.15
7.613,4.416,25.55,6.56,664.57,465.199
8.28,6.959,36.83,3.965,2312.21,1618.547
7.684,1.858,23.0,6.311,724.62,507.234
11.965,47.704,28.73,0.942,6457.02,4519.914
8.683,18.683,25.74,2.807,2071.54,1450.078
7.47,7.056,29.05,3.086,2288.0,1601.6
6.526,21.023,30.82,2.041,1705.85,1194.0949999999998
7.727,12.385,33.86,3.796,2863.9,2004.73
4.39,53.411,36.15,1.598,6416.32,4491.423999999999
2.854,38.178,26.2,1.613,5372.46,3760.7219999999998
9.037,35.479,27.84,2.708,1949.62,1364.734
7.447,26.568,31.52,1.5,2202.55,1541.785
7.517,0.976,24.83,6.474,503.26,352.282
6.876,4.993,25.54,6.494,410.86,287.602
11.768,20.0,34.52,1.292,7177.89,5024.523
8.18,16.58,34.2,4.981,1571.31,1099.917
7.106,8.054,23.64,6.938,764.5,535.15
7.0,9.252,29.86,2.192,2253.35,1577.3449999999998
12.403,32.485,21.53,1.163,6013.5,4209.45
7.069,6.472,21.8,7.18,1014.9,710.43
6.725,23.646,25.92,2.633,2022.95,1416.065
6.746,6.43,31.32,4.652,2631.65,1842.155
11.491,79.681,26.7,2.182,6388.86,4472.201999999999
7.169,6.699,33.16,4.973,1007.58,705.306
7.843,6.221,34.73,3.848,1396.18,977.326
7.998,3.0,40.48,2.0,1151.04,805.728
7.402,17.141,30.23,3.339,2338.42,1636.894
8.086,3.86,28.32,7.075,652.65,456.85499999999996
11.571,20.0,18.95,1.051,6243.65,4370.554999999999
7.652,20.958,30.32,4.684,1398.98,979.286
7.568,10.722,39.21,3.837,1255.92,879.144
7.391,6.4,37.87,4.623,1649.87,1154.9089999999999
7.96,14.215,25.0,3.56,2045.77,1432.039
8.064,3.605,27.03,6.14,641.88,449.316
14.0,56.424,21.5,1.42,6914.4,4840.079999999999
7.595,7.393,27.92,4.79,2076.01,1453.207
7.595,3.213,26.17,5.957,687.13,480.991
7.473,9.968,32.62,6.0,1000.0,700.0
7.223,9.461,37.36,3.073,2959.74,2071.8179999999998
7.069,5.045,29.02,7.518,838.02,586.6139999999999
7.462,3.816,38.74,4.175,1894.62,1326.234
3.013,67.1,20.9,0.736,8256.79,5779.753000000001
8.566,11.24,40.79,5.527,2570.91,1799.6369999999997
7.032,14.155,21.35,4.045,1515.83,1061.081
7.244,18.286,20.44,3.316,1305.63,913.941
7.183,29.708,30.4,3.051,2518.16,1762.7119999999998
2.829,66.051,23.11,1.074,7595.78,5317.045999999999
8.392,3.0,29.9,3.858,2091.02,1463.714
7.796,5.986,33.43,2.586,1000.0,700.0
7.88,4.282,27.76,5.17,273.89,191.72299999999998
8.19,5.37,31.26,6.0,2444.93,1711.4509999999998
2.738,40.062,33.49,0.597,7205.99,5044.192999999999
6.559,6.0,20.63,3.617,1239.3,867.5099999999999
7.185,1.066,29.87,5.0,830.84,581.588
7.814,5.513,34.21,2.755,2111.7,1478.1899999999998
7.976,3.0,37.81,3.36,2494.57,1746.199
7.499,8.793,32.47,4.017,1895.64,1326.948
3.325,43.216,34.72,2.793,6510.68,4557.476
8.674,3.0,28.44,5.167,1797.31,1258.117
7.651,7.088,27.18,4.617,2233.78,1563.646
7.19,2.839,26.54,7.597,326.32,228.42399999999998
8.27,5.495,29.12,5.817,1607.59,1125.3129999999999
7.501,16.176,24.0,3.708,762.81,533.967
8.786,17.044,29.99,1.5,2223.66,1556.562
7.317,29.284,25.8,2.643,2111.21,1477.847
2.347,58.07,22.85,1.303,5783.03,4048.1209999999996
3.14,44.002,16.01,1.858,5321.7,3725.1899999999996
7.121,34.334,30.6,2.208,1343.64,940.548
8.482,6.318,30.99,2.979,2729.05,1910.335
4.077,30.537,32.91,1.748,3405.11,2383.5769999999998
3.399,66.36,18.61,1.078,5245.89,3672.123
3.562,38.05,29.55,0.0,5952.87,4167.009
6.0,25.108,28.27,4.36,1185.74,830.0179999999999
2.499,20.0,21.43,0.73,3000.0,2100.0
2.995,23.739,28.28,2.07,5991.73,4194.210999999999
2.927,42.607,28.25,1.719,7049.32,4934.523999999999
8.432,22.773,28.3,3.065,1553.47,1087.4289999999999
2.75,36.918,21.72,1.446,3000.0,2100.0
12.821,61.403,35.27,2.764,7295.28,5106.696
3.475,84.842,20.29,2.799,3877.86,2714.502
7.086,24.255,23.42,3.332,1379.78,965.8459999999999
6.682,23.985,30.28,5.093,2039.3,1427.51
7.657,3.0,33.62,4.041,2067.35,1447.1449999999998
7.285,5.598,28.53,3.852,1447.58,1013.3059999999999
6.505,0.5,26.8,5.904,1427.59,999.3129999999999
8.383,6.58,34.62,4.347,1960.15,1372.105
8.284,10.034,34.03,3.277,1895.95,1327.165
12.481,20.0,24.6,1.181,3222.57,2255.799
8.892,19.707,31.86,2.367,500.0,350.0
7.931,5.354,31.33,4.865,2044.07,1430.849
6.72,39.257,27.55,2.926,500.63,350.441
7.332,17.353,23.99,1.529,1338.94,937.2579999999999
7.176,1.951,24.97,6.035,901.01,630.707
7.489,1.283,23.18,7.159,993.39,695.3729999999999
7.615,5.24,29.11,4.061,1783.49,1248.443
7.357,3.293,37.4,3.862,2775.41,1942.7869999999998
7.0,6.3,36.4,3.348,2216.39,1551.4729999999997
7.694,16.229,38.72,4.286,2135.34,1494.738
3.886,20.0,25.82,2.518,3012.08,2108.4559999999997
4.5,32.459,32.12,2.422,3551.26,2485.882
4.112,38.538,29.15,1.799,6706.79,4694.753
7.701,9.674,37.3,4.775,1860.71,1302.4969999999998
7.04,3.658,26.53,6.76,1066.97,746.879
6.887,25.352,31.1,3.986,1763.64,1234.548
6.737,4.681,31.17,7.244,648.82,454.174
7.437,3.395,22.14,6.904,742.13,519.491
7.602,9.239,29.94,2.961,2427.48,1699.2359999999999
6.604,14.851,26.66,4.229,2351.89,1646.3229999999999
3.142,36.731,25.41,2.259,4104.08,2872.8559999999998
7.429,8.302,32.66,4.029,1483.88,1038.7160000000001
7.64,14.032,32.13,4.861,1465.66,1025.962
8.462,14.488,28.68,4.682,1487.98,1041.586
7.2,4.996,28.26,7.56,931.73,652.211
10.709,40.986,23.05,2.136,3000.0,2100.0
8.15,19.521,22.95,5.226,1848.96,1294.272
8.505,11.251,27.85,3.114,2930.13,2051.091
6.798,13.447,29.83,4.181,2567.0,1796.8999999999999
6.0,6.0,24.81,3.512,1213.65,849.5550000000001
7.502,8.686,35.16,3.177,1646.32,1152.424
7.269,4.363,23.9,6.491,978.13,684.6909999999999
3.723,65.648,28.36,2.591,4300.66,3010.4619999999995
8.191,4.741,31.34,2.865,1301.86,911.3019999999999
6.769,1.913,21.69,7.001,526.28,368.39599999999996
3.161,61.167,32.94,1.478,5474.41,3832.0869999999995
8.396,24.026,24.43,3.463,1144.8,801.3599999999999
8.266,6.898,35.59,2.417,2055.48,1438.836
7.339,5.207,25.48,6.59,1271.23,889.861
7.629,3.415,25.17,6.091,1154.45,808.115
7.622,6.415,41.06,3.51,2553.87,1787.7089999999998
7.182,6.892,32.86,5.901,1902.38,1331.666
6.778,3.693,25.38,5.4,997.22,698.054
6.923,21.29,27.84,2.718,1316.85,921.7949999999998
6.744,6.0,31.06,2.062,1752.14,1226.498
7.948,17.566,35.73,4.733,1012.37,708.659
7.738,6.195,38.96,4.221,1480.42,1036.294
13.616,38.1,28.06,0.351,5280.51,3696.357
8.048,5.981,38.4,3.661,2075.13,1452.591
3.96,68.823,18.72,1.655,3682.82,2577.974
6.991,4.35,30.01,6.8,1087.65,761.355
2.959,43.678,24.62,1.644,3228.2,2259.74
7.408,4.928,29.92,5.742,871.91,610.337
11.637,20.0,26.93,2.246,3000.0,2100.0
6.747,6.267,28.0,7.617,853.42,597.3939999999999
6.607,25.671,30.11,2.237,1751.07,1225.7489999999998
10.924,38.964,35.34,0.662,5277.15,3694.0049999999997
2.559,20.0,23.03,0.737,5842.36,4089.6519999999996
3.06,20.0,17.44,1.646,5014.14,3509.898
11.554,42.58,21.78,1.384,4959.18,3471.426
7.465,4.418,22.52,6.048,1500.0,1050.0
8.763,12.617,25.16,3.055,1339.2,937.4399999999999
8.717,8.016,37.88,3.553,3355.72,2349.004
7.06,0.787,25.58,6.87,1500.0,1050.0
3.729,24.486,23.93,1.272,6925.03,4847.521
8.303,5.898,32.64,3.412,2517.17,1762.019
7.573,25.466,25.41,2.345,895.53,626.871
7.772,5.778,32.41,2.96,1370.46,959.322
8.15,5.303,33.31,3.642,1964.49,1375.143
2.996,78.544,39.38,2.567,3472.62,2430.834
6.999,0.838,26.52,5.678,1087.69,761.383
8.599,12.795,24.82,3.384,1326.68,928.6759999999999
12.407,24.604,20.84,1.847,6276.47,4393.5289999999995
8.131,5.302,37.45,3.915,2911.96,2038.3719999999998
3.571,69.436,24.42,0.929,3710.81,2597.567
2.537,42.378,26.01,1.078,5437.49,3806.2429999999995
3.45,55.8,30.51,0.915,7497.88,5248.516
8.534,7.798,31.95,2.166,1863.26,1304.282
7.892,7.807,24.49,5.964,1080.64,756.448
7.911,9.024,41.65,5.415,1533.04,1073.128
8.045,4.139,29.6,4.045,1559.58,1091.706
7.889,4.738,27.24,4.896,1349.68,944.776
6.96,1.563,25.33,6.982,1265.69,885.983
7.398,5.092,32.7,5.02,1119.25,783.4749999999999
7.013,10.0,30.85,4.835,1844.86,1291.4019999999998
11.597,53.934,28.83,2.321,4193.96,2935.772
8.158,4.266,25.67,7.103,1496.12,1047.2839999999999
7.377,4.331,42.14,2.914,2201.19,1540.8329999999999
7.355,19.605,32.86,1.916,2762.55,1933.785
7.732,9.222,36.91,2.126,1000.0,700.0
7.38,7.372,33.24,3.329,2726.56,1908.5919999999999
7.524,20.56,27.16,2.028,963.66,674.5619999999999
7.828,5.871,44.17,5.034,2005.23,1403.6609999999998
7.972,23.461,28.15,4.254,597.34,418.138
8.226,7.591,28.9,3.767,2704.24,1892.9679999999996
7.33,3.0,43.28,4.211,1886.52,1320.5639999999999
7.171,12.898,36.02,4.654,1618.36,1132.8519999999999
10.378,46.446,27.53,1.91,3000.0,2100.0
7.403,0.5,20.56,7.362,1169.12,818.3839999999999
8.279,9.108,34.84,2.898,1756.64,1229.648
6.552,3.64,24.37,7.19,967.58,677.306
7.0,4.463,27.46,3.675,2046.85,1432.7949999999998
7.0,16.708,32.34,4.652,1174.11,821.8769999999998
13.507,47.297,30.74,0.764,4549.15,3184.4049999999997
3.288,72.935,27.94,1.435,4809.26,3366.482
2.334,66.491,22.66,1.117,4002.95,2802.0649999999996
7.706,9.933,32.47,4.396,3072.83,2150.9809999999998
8.614,10.601,33.98,3.85,1700.75,1190.5249999999999
7.862,9.444,31.3,4.878,1954.78,1368.346
6.056,6.152,35.34,3.985,1953.94,1367.758
7.778,11.225,25.0,2.021,1974.08,1381.8559999999998
7.374,1.746,25.41,7.135,704.37,493.05899999999997
7.295,17.917,31.92,4.806,1758.89,1231.223
7.398,9.226,32.49,2.717,1000.0,700.0
8.011,8.003,32.21,5.023,1045.53,731.871
9.084,21.692,32.99,5.856,2207.66,1545.3619999999999
7.199,5.217,24.75,5.032,975.95,683.165
7.629,1.955,19.07,5.0,566.41,396.48699999999997
7.112,4.046,26.28,6.848,1500.0,1050.0
6.589,44.126,27.28,4.75,2658.55,1860.985
8.858,7.848,25.79,4.207,1334.22,933.954
6.615,1.853,24.44,6.013,274.77,192.33899999999997
3.443,78.284,18.8,1.865,5292.45,3704.7149999999997
9.5,22.546,38.0,4.405,2017.74,1412.418
6.062,17.187,23.42,2.225,1687.89,1181.523
7.096,0.625,21.92,7.573,1283.84,898.6879999999999
3.829,85.271,32.64,2.26,4300.07,3010.0489999999995
11.713,57.139,27.63,0.832,5594.48,3916.1359999999995
7.613,12.818,35.28,3.4,1511.57,1058.099
3.298,24.894,22.91,0.277,4310.59,3017.413
7.384,1.906,19.49,8.731,1192.74,834.918
