pH,turbidity_NTU,temperature_C,DO_mg_L,conductivity_uS_cm,EC25_uS_cm,TDS_mg_L,reuse_label
7.106,8.054,23.64,6.938,764.5,785.875822368421,550.1130756578947,irrigation
7.0,9.252,29.86,2.192,2253.35,2053.7276704338315,1437.609369303682,cooling
12.403,32.485,21.53,1.163,6013.5,6461.960025789813,4523.372018052869,not_usable
7.069,6.472,21.8,7.18,1014.9,1084.2948717948716,759.00641025641,irrigation
6.725,23.646,25.92,2.633,2022.95,1986.4002356637864,1390.4801649646504,cooling
6.746,6.43,31.32,4.652,2631.65,2336.337002840909,1635.4359019886365,cooling
11.491,79.681,26.7,2.182,6388.86,6178.781431334623,4325.147001934235,not_usable
7.169,6.699,33.16,4.973,1007.58,866.2138927097662,606.3497248968363,irrigation
7.843,6.221,34.73,3.848,1396.18,1168.74267537251,818.1198727607568,cooling
7.998,3.0,40.48,2.0,1151.04,878.9248625534515,615.247403787416,not_usable
7.402,17.141,30.23,3.339,2338.42,2116.9835234474017,1481.888466413181,cooling
8.086,3.86,28.32,7.075,652.65,612.0123780945236,428.4086646661665,irrigation
11.571,20.0,18.95,1.051,6243.65,7103.128555176337,4972.189988623435,not_usable
7.652,20.958,30.32,4.684,1398.98,1264.4432393347795,885.1102675343456,cooling
7.568,10.722,39.21,3.837,1255.92,977.9785080205576,684.5849556143903,cooling
7.391,6.4,37.87,4.623,1649.87,1312.128201049785,918.4897407348494,irrigation
7.96,14.215,25.0,3.56,2045.77,2045.77,1432.039,cooling
8.064,3.605,27.03,6.14,641.88,616.8364405150875,431.7855083605612,irrigation
14.0,56.424,21.5,1.42,6914.4,7434.8387096774195,5204.387096774193,not_usable
7.595,7.393,27.92,4.79,2076.01,1961.460695389267,1373.022486772487,irrigation
7.595,3.213,26.17,5.957,687.13,671.4188000781708,469.9931600547195,irrigation
7.473,9.968,32.62,6.0,1000.0,867.7542519958349,607.4279763970844,irrigation
7.223,9.461,37.36,3.073,2959.74,2373.107761385503,1661.1754329698522,cooling
7.069,5.045,29.02,7.518,838.02,775.6571640133284,542.9600148093298,irrigation
7.462,3.816,38.74,4.175,1894.62,1486.2096015061186,1040.3467210542829,irrigation
3.013,67.1,20.9,0.736,8256.79,8994.324618736386,6296.027233115469,not_usable
8.566,11.24,40.79,5.527,2570.91,1953.875968992248,1367.7131782945737,cooling
7.032,14.155,21.35,4.045,1515.83,1635.1995685005393,1144.6396979503777,cooling
7.244,18.286,20.44,3.316,1305.63,1436.6527288732395,1005.6569102112676,cooling
7.183,29.708,30.4,3.051,2518.16,2272.707581227437,1590.895306859206,cooling
2.829,66.051,23.11,1.074,7595.78,7894.18000415714,5525.926002909998,not_usable
8.392,3.0,29.9,3.858,2091.02,1904.3897996357016,1333.072859744991,cooling
7.796,5.986,33.43,2.586,1000.0,855.7247989046722,599.0073592332704,cooling
7.88,4.282,27.76,5.17,273.89,259.5621683093252,181.69351781652765,irrigation
8.19,5.37,31.26,6.0,2444.93,2172.8848204763594,1521.0193743334514,cooling
2.738,40.062,33.49,0.597,7205.99,6160.018806633612,4312.013164643528,not_usable
6.559,6.0,20.63,3.617,1239.3,1357.9881656804737,950.5917159763312,cooling
7.185,1.066,29.87,5.0,830.84,757.0985966830691,529.9690176781484,irrigation
7.814,5.513,34.21,2.755,2111.7,1783.2291842594152,1248.2604289815906,cooling
7.976,3.0,37.81,3.36,2494.57,1985.806400254737,1390.0644801783155,cooling
7.499,8.793,32.47,4.017,1895.64,1649.2430833478338,1154.4701583434835,irrigation
3.325,43.216,34.72,2.793,6510.68,5451.004688546551,3815.7032819825854,not_usable
8.674,3.0,28.44,5.167,1797.31,1681.614895209581,1177.1304266467066,irrigation
7.651,7.088,27.18,4.617,2233.78,2140.4561134534306,1498.3192794174013,irrigation
7.19,2.839,26.54,7.597,326.32,316.569654637175,221.5987582460225,irrigation
8.27,5.495,29.12,5.817,1607.59,1485.2087952697707,1039.6461566888397,irrigation
7.501,16.176,24.0,3.708,762.81,778.3775510204081,544.8642857142856,cooling
8.786,17.044,29.99,1.5,2223.66,2021.8767048554284,1415.3136933987998,not_usable
7.317,29.284,25.8,2.643,2111.21,2077.962598425197,1454.573818897638,cooling
2.347,58.07,22.85,1.303,5783.03,6042.87356321839,4230.011494252873,not_usable
3.14,44.002,16.01,1.858,5321.7,6488.295537673737,4541.806876371616,not_usable
7.121,34.334,30.6,2.208,1343.64,1208.3093525179856,845.81654676259,cooling
8.482,6.318,30.99,2.979,2729.05,2437.086979817825,1705.9608858724775,cooling
4.077,30.537,32.91,1.748,3405.11,2940.001726817476,2058.001208772233,not_usable
3.399,66.36,18.61,1.078,5245.89,6014.549415271727,4210.184590690209,not_usable
3.562,38.05,29.55,0.0,5952.87,5456.342804766269,3819.439963336388,not_usable
6.0,25.108,28.27,4.36,1185.74,1112.952881546837,779.0670170827859,cooling
2.499,20.0,21.43,0.73,3000.0,3230.6698255438296,2261.4688778806803,not_usable
2.995,23.739,28.28,2.07,5991.73,5622.869744744744,3936.00882132132,not_usable
2.927,42.607,28.25,1.719,7049.32,6619.079812206573,4633.3558685446005,not_usable
8.432,22.773,28.3,3.065,1553.47,1457.2889305816134,1020.1022514071292,cooling
2.75,36.918,21.72,1.446,3000.0,3210.6164383561645,2247.431506849315,not_usable
12.821,61.403,35.27,2.764,7295.28,6052.16525634644,4236.515679442508,not_usable
3.475,84.842,20.29,2.799,3877.86,4281.143740340031,2996.800618238022,not_usable
7.086,24.255,23.42,3.332,1379.78,1424.8038000826105,997.3626600578272,cooling
6.682,23.985,30.28,5.093,2039.3,1844.5188133140375,1291.1631693198262,cooling
7.657,3.0,33.62,4.041,2067.35,1763.3486864551348,1234.3440805185944,irrigation
7.285,5.598,28.53,3.852,1447.58,1352.1203063702596,946.4842144591815,cooling
6.505,0.5,26.8,5.904,1427.59,1377.9826254826253,964.5878378378376,irrigation
8.383,6.58,34.62,4.347,1960.15,1643.8695068768873,1150.708654813821,irrigation
8.284,10.034,34.03,3.277,1895.95,1605.9207182788412,1124.1445027951888,cooling
12.481,20.0,24.6,1.181,3222.57,3248.558467741936,2273.990927419354,not_usable
8.892,19.707,31.86,2.367,500.0,439.6763981709462,307.7734787196623,cooling
7.931,5.354,31.33,4.865,2044.07,1814.3706728208767,1270.0594709746135,irrigation
6.72,39.257,27.55,2.926,500.63,476.33682207421504,333.4357754519505,cooling
7.332,17.353,23.99,1.529,1338.94,1366.5441926923863,956.5809348846705,not_usable
7.176,1.951,24.97,6.035,901.01,901.550930558335,631.0856513908345,irrigation
7.489,1.283,23.18,7.159,993.39,1030.9153175591532,721.6407222914072,irrigation
7.615,5.24,29.11,4.061,1783.49,1648.0225466642023,1153.6157826649417,irrigation
7.357,3.293,37.4,3.862,2775.41,2223.886217948718,1556.7203525641023,cooling
7.0,6.3,36.4,3.348,2216.39,1804.8778501628665,1263.4144951140065,cooling
7.694,16.229,38.72,4.286,2135.34,1675.5649717514125,1172.8954802259886,cooling
3.886,20.0,25.82,2.518,3012.08,2963.478945297127,2074.435261707989,not_usable
4.5,32.459,32.12,2.422,3551.26,3108.5959383753507,2176.017156862745,not_usable
4.112,38.538,29.15,1.799,6706.79,6192.788550323176,4334.951985226223,not_usable
7.701,9.674,37.3,4.775,1860.71,1493.346709470305,1045.3426966292136,irrigation
7.04,3.658,26.53,6.76,1066.97,1035.2901222588785,724.7030855812149,irrigation
6.887,25.352,31.1,3.986,1763.64,1571.8716577540106,1100.3101604278074,cooling
6.737,4.681,31.17,7.244,648.82,577.5502937511128,404.2852056257789,irrigation
7.437,3.395,22.14,6.904,742.13,787.1552821383115,551.008697496818,irrigation
7.602,9.239,29.94,2.961,2427.48,2209.210047324354,1546.4470331270477,cooling
6.604,14.851,26.66,4.229,2351.89,2276.3162988772747,1593.421409214092,cooling
3.142,36.731,25.41,2.259,4104.08,4070.70025788534,2849.4901805197383,not_usable
7.429,8.302,32.66,4.029,1483.88,1286.749913284773,900.7249392993408,irrigation
7.64,14.032,32.13,4.861,1465.66,1282.7411167512691,897.9187817258884,cooling
8.462,14.488,28.68,4.682,1487.98,1385.9724292101344,970.180700447094,cooling
7.2,4.996,28.26,7.56,931.73,874.6995869320316,612.2897108524221,irrigation
10.709,40.986,23.05,2.136,3000.0,3121.748178980229,2185.22372528616,not_usable
8.15,19.521,22.95,5.226,1848.96,1928.0083420229407,1349.6058394160584,cooling
8.505,11.251,27.85,3.114,2930.13,2772.1192052980136,1940.4834437086092,cooling
6.798,13.447,29.83,4.181,2567.0,2340.8717855188765,1638.6102498632135,cooling
6.0,6.0,24.81,3.512,1213.65,1218.2794619554309,852.7956233688016,cooling
7.502,8.686,35.16,3.177,1646.32,1368.284574468085,957.7992021276596,cooling
7.269,4.363,23.9,6.491,978.13,1000.1329243353784,700.0930470347648,irrigation
3.723,65.648,28.36,2.591,4300.66,4029.853823088456,2820.897676161919,not_usable
8.191,4.741,31.34,2.865,1301.86,1155.3603123890662,808.7522186723463,cooling
6.769,1.913,21.69,7.001,526.28,563.5896337545513,394.5127436281859,potable_high_quality_reuse
3.161,61.167,32.94,1.478,5474.41,4724.206075250258,3306.944252675181,not_usable
8.396,24.026,24.43,3.463,1144.8,1158.0012138377504,810.6008496864252,cooling
8.266,6.898,35.59,2.417,2055.48,1696.2204984320845,1187.3543489024592,cooling
7.339,5.207,25.48,6.59,1271.23,1259.142234548336,881.3995641838351,irrigation
7.629,3.415,25.17,6.091,1154.45,1150.5381702212478,805.3767191548734,irrigation
7.622,6.415,41.06,3.51,2553.87,1932.9927338782925,1353.0949137148043,cooling
7.182,6.892,32.86,5.901,1902.38,1643.950916004148,1150.7656412029037,irrigation
6.778,3.693,25.38,5.4,997.22,989.698292973402,692.7888050813814,irrigation
6.923,21.29,27.84,2.718,1316.85,1246.0730507191522,872.2511355034065,cooling
6.744,6.0,31.06,2.062,1752.14,1562.7363539065288,1093.91544773457,cooling
7.948,17.566,35.73,4.733,1012.37,833.5007409846863,583.4505186892804,cooling
7.738,6.195,38.96,4.221,1480.42,1157.3014383989996,810.1110068792997,irrigation
13.616,38.1,28.06,0.351,5280.51,4975.980022615907,3483.1860158311347,not_usable
8.048,5.981,38.4,3.661,2075.13,1636.53785488959,1145.5764984227128,cooling
3.96,68.823,18.72,1.655,3682.82,4211.825251601098,2948.2776761207683,not_usable
6.991,4.35,30.01,6.8,1087.65,988.592983093983,692.015088165788,irrigation
2.959,43.678,24.62,1.644,3228.2,3252.9222087867797,2277.0455461507454,not_usable
7.408,4.928,29.92,5.742,871.91,793.8000728332119,555.6600509832483,irrigation
11.637,20.0,26.93,2.246,3000.0,2888.503755054882,2021.9526285384168,not_usable
6.747,6.267,28.0,7.617,853.42,805.1132075471697,563.5792452830187,irrigation
6.607,25.671,30.11,2.237,1751.07,1588.7044093630918,1112.0930865541643,cooling
10.924,38.964,35.34,0.662,5277.15,4372.845541929068,3060.991879350347,not_usable
2.559,20.0,23.03,0.737,5842.36,6081.990422652509,4257.393295856756,not_usable
3.06,20.0,17.44,1.646,5014.14,5907.327992459944,4135.1295947219605,not_usable
11.554,42.58,21.78,1.384,4959.18,5300.534416417273,3710.374091492091,not_usable
7.465,4.418,22.52,6.048,1500.0,1578.2828282828282,1104.7979797979797,irrigation
8.763,12.617,25.16,3.055,1339.2,1334.9282296650715,934.4497607655502,cooling
8.717,8.016,37.88,3.553,3355.72,2668.3524173027986,1867.8466921119589,cooling
7.06,0.787,25.58,6.87,1500.0,1482.7995255041517,1037.959667852906,irrigation
3.729,24.486,23.93,1.272,6925.03,7076.466380543633,4953.526466380543,not_usable
8.303,5.898,32.64,3.412,2517.17,2183.527064538515,1528.4689451769602,cooling
7.573,25.466,25.41,2.345,895.53,888.2463796865701,621.7724657805991,cooling
7.772,5.778,32.41,2.96,1370.46,1193.5725483365268,835.5007838355687,cooling
8.15,5.303,33.31,3.642,1964.49,1684.5223803807237,1179.1656662665064,cooling
2.996,78.544,39.38,2.567,3472.62,2696.971109040074,1887.879776328052,not_usable
6.999,0.838,26.52,5.678,1087.69,1055.599767080745,738.9198369565216,irrigation
8.599,12.795,24.82,3.384,1326.68,1331.4733038940185,932.0313127258128,cooling
12.407,24.604,20.84,1.847,6276.47,6846.062390924957,4792.243673647469,not_usable
8.131,5.302,37.45,3.915,2911.96,2331.4331465172136,1632.0032025620494,cooling
3.571,69.436,24.42,0.929,3710.81,3754.360582760016,2628.0524079320107,not_usable
2.537,42.378,26.01,1.078,5437.49,5329.8274848069,3730.87923936483,not_usable
3.45,55.8,30.51,0.915,7497.88,6753.629976580796,4727.540983606557,not_usable
8.534,7.798,31.95,2.166,1863.26,1635.8735733099209,1145.1115013169444,cooling
7.892,7.807,24.49,5.964,1080.64,1091.776116387149,764.2432814710043,irrigation
7.911,9.024,41.65,5.415,1533.04,1150.0675168792195,805.0472618154538,irrigation
8.045,4.139,29.6,4.045,1559.58,1428.186813186813,999.730769230769,irrigation
7.889,4.738,27.24,4.896,1349.68,1291.8070444104137,904.2649310872896,irrigation
6.96,1.563,25.33,6.982,1265.69,1257.3912179614545,880.173852573018,irrigation
7.398,5.092,32.7,5.02,1119.25,969.8873483535529,678.9211438474869,irrigation
7.013,10.0,30.85,4.835,1844.86,1651.6204118173678,1156.1342882721574,cooling
11.597,53.934,28.83,2.321,4193.96,3895.560096600409,2726.8920676202856,not_usable
8.158,4.266,25.67,7.103,1496.12,1476.3370830866388,1033.435958160647,irrigation
7.377,4.331,42.14,2.914,2201.19,1639.253798033959,1147.477658623771,cooling
7.355,19.605,32.86,1.916,2762.55,2387.2709989630143,1671.08969927411,not_usable
7.732,9.222,36.91,2.126,1000.0,807.6239702794379,565.3367791956065,cooling
7.38,7.372,33.24,3.329,2726.56,2340.796703296703,1638.5576923076922,cooling
7.524,20.56,27.16,2.028,963.66,923.7538343558284,646.6276840490798,cooling
7.828,5.871,44.17,5.034,2005.23,1449.4940002891428,1014.6458002024,irrigation
7.972,23.461,28.15,4.254,597.34,561.9379115710254,393.3565380997178,cooling
8.226,7.591,28.9,3.767,2704.24,2508.571428571428,1755.9999999999995,cooling
7.33,3.0,43.28,4.211,1886.52,1381.458699472759,967.0210896309312,irrigation
7.171,12.898,36.02,4.654,1618.36,1326.08980662078,928.2628646345458,cooling
10.378,46.446,27.53,1.91,3000.0,2855.5111364934323,1998.8577955454025,not_usable
7.403,0.5,20.56,7.362,1169.12,1283.0553116769097,898.1387181738365,irrigation
8.279,9.108,34.84,2.898,1756.64,1467.7807486631016,1027.446524064171,cooling
6.552,3.64,24.37,7.19,967.58,979.927081223415,685.9489568563905,irrigation
7.0,4.463,27.46,3.675,2046.85,1950.8673274876096,1365.607129241327,cooling
7.0,16.708,32.34,4.652,1174.11,1023.8140913847226,716.6698639693058,cooling
13.507,47.297,30.74,0.764,4549.15,4080.6871187656975,2856.480983135988,not_usable
3.288,72.935,27.94,1.435,4809.26,4542.179826218361,3179.5258783528525,not_usable
2.334,66.491,22.66,1.117,4002.95,4199.485942089802,2939.640159462861,not_usable
7.706,9.933,32.47,4.396,3072.83,2673.420915260136,1871.3946406820949,cooling
8.614,10.601,33.98,3.85,1700.75,1441.8023058663955,1009.2616141064768,cooling
7.862,9.444,31.3,4.878,1954.78,1736.039076376554,1215.2273534635876,irrigation
6.056,6.152,35.34,3.985,1953.94,1619.1083858137222,1133.3758700696055,cooling
7.778,11.225,25.0,2.021,1974.08,1974.08,1381.8559999999998,cooling
7.374,1.746,25.41,7.135,704.37,698.6411426304305,489.0487998413013,potable_high_quality_reuse
7.295,17.917,31.92,4.806,1758.89,1545.0544624033732,1081.5381236823612,cooling
7.398,9.226,32.49,2.717,1000.0,869.7164724299879,608.8015307009915,cooling
8.011,8.003,32.21,5.023,1045.53,913.765076035658,639.6355532249605,irrigation
9.084,21.692,32.99,5.856,2207.66,1903.4833591998615,1332.438351439903,not_usable
7.199,5.217,24.75,5.032,975.95,980.854271356784,686.5979899497488,irrigation
7.629,1.955,19.07,5.0,566.41,642.6253687315634,449.8377581120944,irrigation
7.112,4.046,26.28,6.848,1500.0,1462.5585023400936,1023.7909516380654,irrigation
6.589,44.126,27.28,4.75,2658.55,2542.607115531752,1779.8249808722264,cooling
8.858,7.848,25.79,4.207,1334.22,1313.4672179562906,919.4270525694034,irrigation
6.615,1.853,24.44,6.013,274.77,277.88228155339806,194.51759708737865,potable_high_quality_reuse
3.443,78.284,18.8,1.865,5292.45,6041.609589041096,4229.126712328767,not_usable
9.5,22.546,38.0,4.405,2017.74,1601.3809523809523,1120.9666666666665,not_usable
6.062,17.187,23.42,2.225,1687.89,1742.9677819083024,1220.0774473358117,cooling
7.096,0.625,21.92,7.573,1283.84,1368.1159420289855,957.6811594202898,irrigation
3.829,85.271,32.64,2.26,4300.07,3730.109299097848,2611.0765093684936,not_usable
11.713,57.139,27.63,0.832,5594.48,5314.915447463423,3720.440813224396,not_usable
7.613,12.818,35.28,3.4,1511.57,1253.7906436629064,877.6534505640344,cooling
3.298,24.894,22.91,0.277,4310.59,4498.632853266541,3149.0429972865786,not_usable
7.384,1.906,19.49,8.731,1192.74,1340.458530006743,938.32097100472,irrigation
7.874,30.309,27.08,4.872,1604.6,1540.5145929339478,1078.360215053763,cooling
8.204,8.929,18.0,4.295,2047.48,2380.790697674419,1666.5534883720932,cooling
8.688,6.605,41.44,3.63,1630.6,1227.1222155328114,858.9855508729679,cooling
13.147,21.041,33.67,2.647,4495.18,3830.901653315153,2681.631157320607,not_usable
7.741,9.043,32.49,4.447,1000.0,869.7164724299879,608.8015307009915,irrigation
7.488,9.889,29.56,4.515,1668.48,1529.0322580645163,1070.3225806451617,irrigation
7.388,3.0,34.08,3.655,2074.16,1755.3825321597833,1228.7677725118483,cooling
7.759,9.956,30.79,3.496,1847.05,1655.3593834020437,1158.7515683814304,cooling
6.686,0.5,18.63,6.248,680.71,780.0939720375889,546.0657804263121,irrigation
4.5,54.599,38.05,0.968,9072.22,7194.464710547185,5036.125297383029,not_usable
10.0,20.0,35.88,0.712,5438.4,4466.491458607095,3126.5440210249667,not_usable
8.098,11.851,39.14,4.778,2255.52,1758.2787652011227,1230.795135640786,cooling
7.344,2.593,28.1,5.81,841.72,792.5800376647834,554.8060263653483,irrigation
7.223,5.029,28.59,6.932,1079.64,1007.314797536854,705.1203582757977,irrigation
7.346,5.157,23.49,6.585,1100.6,1134.8731697257165,794.4112188080015,irrigation
11.977,52.625,29.05,2.44,3538.32,3273.191489361702,2291.234042553192,not_usable
8.449,22.928,28.49,3.549,1812.7,1694.4288652084504,1186.1002056459151,cooling
7.505,2.925,25.51,7.056,880.94,872.0451395763216,610.431597703425,irrigation
7.538,21.847,27.84,4.793,1385.46,1310.995457986374,917.6968205904618,cooling
8.002,13.235,33.32,2.881,1907.16,1635.0823045267489,1144.5576131687242,cooling
11.152,20.009,25.37,0.285,4882.5,4846.634901727219,3392.644431209053,not_usable
7.114,4.646,25.23,5.69,1064.18,1059.3071869400758,741.515030858053,irrigation
8.153,7.327,23.6,7.058,753.84,775.5555555555557,542.8888888888889,irrigation
8.166,12.483,41.96,3.285,2818.98,2104.97311827957,1473.481182795699,cooling
7.75,5.107,32.58,3.906,1803.26,1565.873567210837,1096.111497047586,cooling
2.547,20.0,33.61,1.431,4889.02,4170.807029517148,2919.564920662004,not_usable
7.435,16.968,28.79,3.429,1421.19,1321.0540992749582,924.7378694924706,cooling
7.574,19.46,28.12,2.248,2045.17,1925.047063253012,1347.5329442771083,cooling
6.247,28.002,26.0,4.389,500.0,490.1960784313725,343.1372549019608,cooling
13.389,40.854,17.77,0.168,5639.24,6592.518120177695,4614.762684124386,not_usable
7.234,24.492,30.08,3.923,2338.93,2123.2116920842413,1486.2481844589688,cooling
12.365,64.075,27.1,2.203,3794.96,3641.996161228407,2549.397312859885,not_usable
7.227,8.013,36.52,4.717,1727.8,1404.2587776332898,982.9811443433028,irrigation
7.775,3.9,39.17,4.431,1966.96,1532.616487455197,1072.831541218638,irrigation
6.885,5.374,27.93,5.952,977.33,923.2287927451353,646.2601549215946,irrigation
11.814,21.563,25.13,0.864,5339.81,5325.962497506484,3728.173748254538,not_usable
7.241,4.285,27.08,5.25,810.05,777.6977726574502,544.388440860215,irrigation
7.602,2.405,22.47,5.0,1211.51,1276.0796292395196,893.2557404676637,irrigation
3.144,51.679,15.57,1.462,4142.11,5104.892777914715,3573.4249445403007,not_usable
8.136,8.671,35.34,5.787,1131.44,937.5538614517732,656.2877030162413,irrigation
7.626,27.981,34.99,4.062,1297.22,1081.1968661443575,756.8378063010503,cooling
13.07,65.308,24.12,1.642,5270.7,5365.126221498371,3755.5883550488593,not_usable
12.122,52.249,24.88,2.539,4913.75,4925.571371291099,3447.8999599037693,not_usable
7.001,12.308,33.78,4.527,1616.87,1375.357264375638,962.7500850629464,cooling
7.293,3.851,25.37,7.291,684.62,679.5910264046058,475.71371848322406,irrigation
7.508,20.705,26.29,3.729,1334.13,1300.5751608500682,910.4026125950476,cooling
2.903,35.401,19.45,2.699,6144.71,6911.93475815523,4838.354330708661,not_usable
11.11,53.247,37.6,1.345,4314.95,3446.445686900958,2412.5119808306704,not_usable
7.335,2.439,30.7,7.014,488.5,438.5098743267505,306.9569120287253,irrigation
7.924,12.56,32.22,3.745,2589.83,2263.046137714086,1584.13229639986,cooling
6.544,14.654,24.2,3.697,2205.05,2240.904471544716,1568.633130081301,cooling
7.603,12.364,33.5,3.218,1481.63,1266.3504273504277,886.4452991452991,cooling
12.992,20.0,21.38,2.296,4279.75,4613.788270806383,3229.6517895644674,not_usable
8.937,9.594,37.84,2.255,1770.76,1408.943348185869,986.260343730108,cooling
8.422,4.062,32.38,2.619,2536.65,2210.3956082258624,1547.2769257581035,cooling
8.167,7.72,29.7,1.5,500.0,457.0383912248628,319.926873857404,not_usable
8.716,5.702,35.66,2.567,1436.97,1184.44609297725,829.112265084075,cooling
11.684,49.151,20.22,2.745,4579.58,5063.666519239275,3544.566563467492,not_usable
7.393,2.851,27.16,6.71,1209.17,1159.0970092024545,811.367906441718,irrigation
7.435,3.081,27.12,7.987,1260.16,1208.9025326170377,846.2317728319263,irrigation
2.526,63.747,23.77,0.288,3000.0,3075.661267172442,2152.9628870207093,not_usable
7.602,4.57,39.8,3.855,3249.66,2507.453703703704,1755.2175925925926,cooling
7.136,3.0,33.84,2.888,1762.16,1497.416723317471,1048.1917063222295,cooling
8.045,8.987,41.8,3.744,3322.96,2487.2455089820364,1741.0718562874254,cooling
6.867,4.74,21.8,5.0,928.01,991.4636752136752,694.0245726495726,irrigation
7.132,1.021,27.68,6.725,781.3,741.5527714502656,519.0869400151859,irrigation
7.996,8.167,35.23,2.378,2657.18,2205.8608666777354,1544.1026066744148,cooling
8.003,3.184,34.01,3.005,3088.04,2616.5395695644806,1831.5776986951364,cooling
7.204,0.545,25.23,5.576,513.85,511.497113278917,358.0479792952419,irrigation
7.0,8.604,36.12,4.355,1618.01,1323.633835078534,926.5436845549738,irrigation
6.888,6.0,30.96,3.486,1759.96,1572.516082916369,1100.7612580414582,cooling
12.556,78.303,26.32,1.372,3335.59,3249.795401402962,2274.8567809820734,not_usable
7.507,10.706,34.87,4.798,2019.7,1686.737932186404,1180.7165525304829,cooling
6.583,16.805,30.48,2.528,1815.45,1636.1301369863015,1145.291095890411,cooling
7.317,12.288,29.89,3.176,1340.28,1220.8781198761158,854.6146839132809,cooling
7.711,20.502,27.44,1.526,2126.56,2027.6125095347063,1419.3287566742945,not_usable
7.286,0.5,24.92,7.254,679.75,680.8393429487179,476.5875400641025,potable_high_quality_reuse
7.942,10.092,37.79,2.3,2995.6,2385.411689759516,1669.788182831661,cooling
6.079,18.534,21.72,3.067,2096.3,2243.4717465753424,1570.4302226027396,cooling
6.378,17.488,31.98,4.019,500.0,438.7504387504388,307.1253071253072,cooling
7.653,7.321,45.0,4.516,1186.88,847.7714285714287,593.44,irrigation
12.226,39.145,25.8,1.715,6974.52,6864.685039370079,4805.279527559055,not_usable
7.968,7.941,34.49,6.0,1656.0,1391.8305597579426,974.2813918305598,irrigation
7.601,4.035,22.35,6.851,1336.75,1411.5628299894402,988.093980992608,irrigation
7.35,6.301,33.58,2.996,1284.72,1096.5517241379312,767.5862068965517,cooling
6.917,6.0,26.2,3.218,1785.04,1743.203125,1220.2421875,cooling
7.306,29.537,30.18,4.325,1749.78,1585.5201159840524,1109.8640811888365,cooling
7.751,30.726,33.42,3.414,1049.1,897.8945566586784,628.5261896610749,cooling
7.0,13.028,28.5,5.064,2743.43,2563.9532710280373,1794.767289719626,cooling
6.991,0.997,28.44,8.117,1268.69,1187.0228293413174,830.9159805389222,irrigation
7.124,5.339,21.93,6.744,745.07,793.8099296825059,555.6669507777541,irrigation
7.116,0.5,27.76,7.248,486.72,461.2585291887793,322.8809704321455,potable_high_quality_reuse
8.263,11.243,27.52,4.753,1000.0,952.018278750952,666.4127951256664,cooling
8.138,9.808,36.57,5.574,1545.13,1254.7750527854475,878.3425369498133,irrigation
7.349,7.102,33.8,3.598,2469.49,2099.9064625850338,1469.9345238095236,cooling
7.611,4.184,36.65,4.936,1211.6,982.6439578264394,687.8507704785076,irrigation
8.078,10.481,29.19,4.204,1951.17,1800.3044842221811,1260.2131389555268,cooling
7.206,5.188,28.68,5.694,574.46,535.0782414307006,374.5547690014904,irrigation
10.0,62.255,30.6,0.834,4176.14,3755.521582733813,2628.865107913669,not_usable
7.474,4.078,36.98,3.941,1433.48,1156.405292029687,809.4837044207808,cooling
7.531,9.144,27.13,6.0,1654.35,1586.7542681757143,1110.727987723,irrigation
7.517,6.902,35.33,3.624,1799.9,1491.7122492955414,1044.198574506879,cooling
12.771,52.215,26.8,1.046,4444.94,4290.482625482625,3003.337837837837,not_usable
7.168,3.0,38.57,4.233,1435.05,1128.7163756488908,790.1014629542235,irrigation
7.632,5.728,25.51,5.809,680.09,673.223124133835,471.25618689368446,irrigation
7.43,1.444,23.0,5.581,424.2,441.875,309.3125,irrigation
8.734,7.782,33.35,3.764,1749.86,1499.4515852613538,1049.6161096829476,cooling
7.35,33.765,29.5,2.842,749.9,687.9816513761467,481.5871559633027,cooling
10.584,71.097,29.4,1.066,3000.0,2757.3529411764703,1930.147058823529,not_usable
7.862,3.0,34.23,2.913,2378.08,2007.496201249367,1405.2473408745568,cooling
7.817,6.678,36.41,2.548,1984.92,1616.121152906693,1131.284807034685,cooling
7.636,8.099,40.64,2.758,2140.72,1630.6520414381473,1141.456429006703,cooling
7.423,20.08,28.91,2.633,1936.81,1796.3364867371545,1257.435540716008,cooling
7.631,13.755,33.43,2.318,1000.0,855.7247989046722,599.0073592332704,cooling
7.795,6.455,32.0,5.413,986.2,865.0877192982456,605.5614035087718,irrigation
6.735,2.509,28.71,6.412,644.58,600.0558555203872,420.0390988642711,irrigation
8.893,13.328,39.2,2.061,1406.07,1095.0700934579438,766.5490654205606,cooling
6.812,1.853,21.01,8.233,811.47,881.8409041512715,617.28863290589,irrigation
7.607,35.789,27.52,4.098,1095.99,1043.402513328256,730.3817593297791,cooling
6.995,1.306,22.77,6.569,339.08,354.9089386644337,248.4362570651036,potable_high_quality_reuse
8.197,8.162,41.9,4.36,1600.63,1196.2855007473845,837.399850523169,irrigation
10.646,24.473,22.14,0.883,4864.64,5159.77938056852,3611.845566397964,not_usable
6.711,22.589,32.67,4.529,1746.3,1514.045430899948,1059.8318016299634,cooling
7.146,0.5,22.74,5.377,951.14,996.1667364893171,697.3167155425219,irrigation
12.52,51.573,31.01,1.293,4036.65,3603.508302088912,2522.4558114622387,not_usable
7.732,11.72,21.46,3.115,1746.43,1879.4984933275937,1315.6489453293154,cooling
7.166,2.646,31.02,8.913,811.02,723.8664762584791,506.70653338093535,irrigation
7.364,4.076,37.3,6.0,1718.78,1379.438202247191,965.6067415730336,irrigation
